i,c,t,production_10k_tons
Liaoning,rice,2013,451.22
Liaoning,soybean,2013,20.04
Liaoning,wheat,2013,1.67
Ningxia,maize,2013,206.24
Ningxia,rice,2013,68.89
Ningxia,soybean,2013,1.82
Ningxia,wheat,2013,46.32
Qinghai,maize,2013,13.48
Qinghai,rice,2013,0.0
Qinghai,soybean,2013,3.15
Qinghai,wheat,2013,36.3
Shaanxi,maize,2013,616.79
Shaanxi,rice,2013,84.02
Shaanxi,soybean,2013,35.7
Shaanxi,wheat,2013,363.76
Shandong,maize,2013,2320.02
Shandong,rice,2013,104.25
Shandong,soybean,2013,38.19
Shandong,wheat,2013,2264.32
Shanghai,maize,2013,3.05
Shanghai,rice,2013,97.85
Shanghai,soybean,2013,1.56
Shanghai,wheat,2013,18.51
Shanxi,maize,2013,1049.45
Shanxi,rice,2013,0.73
Shanxi,soybean,2013,24.91
Shanxi,wheat,2013,203.89
Sichuan,maize,2013,920.07
Sichuan,rice,2013,1483.39
Sichuan,soybean,2013,103.55
Sichuan,wheat,2013,311.02
Tianjin,maize,2013,102.5
Tianjin,rice,2013,17.16
Tianjin,soybean,2013,0.79
Tianjin,wheat,2013,55.96
Tibet,maize,2013,2.49
Tibet,rice,2013,0.55
Tibet,soybean,2013,2.18
Tibet,wheat,2013,24.07
Xinjiang,maize,2013,984.96
Xinjiang,rice,2013,67.68
Xinjiang,soybean,2013,12.14
Xinjiang,wheat,2013,630.94
Yunnan,maize,2013,788.15
Yunnan,rice,2013,567.76
Yunnan,soybean,2013,110.89
Yunnan,wheat,2013,72.13
Zhejiang,maize,2013,21.23
Zhejiang,rice,2013,474.02
Zhejiang,soybean,2013,29.59
Zhejiang,wheat,2013,30.01
Anhui,maize,2014,599.86
Anhui,rice,2014,1523.62
Anhui,soybean,2014,95.26
Anhui,wheat,2014,1581.11
Beijing,maize,2014,50.04
Beijing,rice,2014,0.13
Beijing,soybean,2014,0.65
Beijing,wheat,2014,12.21
Chongqing,maize,2014,246.02
Chongqing,rice,2014,475.46
Chongqing,soybean,2014,39.03
Chongqing,wheat,2014,15.96
Fujian,maize,2014,11.74
Fujian,rice,2014,424.1
Fujian,soybean,2014,10.82
Fujian,wheat,2014,0.11
Gansu,maize,2014,589.57
Gansu,rice,2014,3.55
Gansu,soybean,2014,25.95
Gansu,wheat,2014,278.12
Guangdong,maize,2014,56.74
Guangdong,rice,2014,1053.29
Guangdong,soybean,2014,12.24
Guangdong,wheat,2014,0.3
Guangxi,maize,2014,263.68
Guangxi,rice,2014,1107.3
Guangxi,soybean,2014,23.04
Guangxi,wheat,2014,0.11
Guizhou,maize,2014,332.73
Guizhou,rice,2014,427.55
Guizhou,soybean,2014,26.86
Guizhou,wheat,2014,65.21
Hainan,maize,2014,0.0
Hainan,rice,2014,142.69
Hainan,soybean,2014,2.51
Hainan,wheat,2014,0.0
Hebei,maize,2014,1898.84
Hebei,rice,2014,50.97
Hebei,soybean,2014,23.67
Hebei,wheat,2014,1444.28
Heilongjiang,maize,2014,3929.14
Heilongjiang,rice,2014,2797.22
Heilongjiang,soybean,2014,530.04
Heilongjiang,wheat,2014,46.06
Henan,maize,2014,2088.89
Henan,rice,2014,500.53
Henan,soybean,2014,54.0
Henan,wheat,2014,3385.2
Hubei,maize,2014,340.89
Hubei,rice,2014,1756.44
Hubei,soybean,2014,41.19
Hubei,wheat,2014,431.43
Hunan,maize,2014,197.49
Hunan,rice,2014,2732.68
Hunan,soybean,2014,31.29
Hunan,wheat,2014,11.78
Inner_Mongolia,maize,2014,2503.25
Inner_Mongolia,rice,2014,50.8
Inner_Mongolia,soybean,2014,127.11
Inner_Mongolia,wheat,2014,174.83
Jiangsu,maize,2014,284.79
Jiangsu,rice,2014,1882.55
Jiangsu,soybean,2014,58.93
Jiangsu,wheat,2014,1225.47
Jiangxi,maize,2014,11.14
Jiangxi,rice,2014,2144.18
Jiangxi,soybean,2014,26.22
Jiangxi,wheat,2014,2.61
Jilin,maize,2014,3004.17
Jilin,rice,2014,595.39
Jilin,soybean,2014,54.89
Jilin,wheat,2014,1.56
Liaoning,maize,2014,1385.81
Liaoning,rice,2014,395.29
Liaoning,soybean,2014,15.35
Liaoning,wheat,2014,1.61
Ningxia,maize,2014,224.08
Ningxia,rice,2014,61.83
Ningxia,soybean,2014,1.71
Ningxia,wheat,2014,40.55
Qinghai,maize,2014,14.88
Qinghai,rice,2014,0.0
Qinghai,soybean,2014,2.91
Qinghai,wheat,2014,34.65
Shaanxi,maize,2014,567.21
Shaanxi,rice,2014,80.02
Shaanxi,soybean,2014,28.4
Shaanxi,wheat,2014,385.54
Shandong,maize,2014,2400.95
Shandong,rice,2014,101.71
Shandong,soybean,2014,38.79
Shandong,wheat,2014,2325.57
Shanghai,maize,2014,3.23
Shanghai,rice,2014,95.05
Shanghai,soybean,2014,1.8
Shanghai,wheat,2014,19.83
Shanxi,maize,2014,1045.48
Shanxi,rice,2014,0.68
Shanxi,soybean,2014,24.77
Shanxi,wheat,2014,224.71
Sichuan,maize,2014,946.75
Sichuan,rice,2014,1450.49
Sichuan,soybean,2014,106.12
Sichuan,wheat,2014,298.01
Tianjin,maize,2014,101.8
Tianjin,rice,2014,16.5
Tianjin,soybean,2014,0.9
Tianjin,wheat,2014,57.21
Tibet,maize,2014,2.39
Tibet,rice,2014,0.47
Tibet,soybean,2014,2.21
Tibet,wheat,2014,23.73
Xinjiang,maize,2014,1001.25
Xinjiang,rice,2014,73.7
Xinjiang,soybean,2014,10.73
Xinjiang,wheat,2014,630.95
Yunnan,maize,2014,850.54
Yunnan,rice,2014,548.33
Yunnan,soybean,2014,116.23
Yunnan,wheat,2014,71.08
Zhejiang,maize,2014,23.1
Zhejiang,rice,2014,468.38
Zhejiang,soybean,2014,30.89
Zhejiang,wheat,2014,33.74
Anhui,maize,2015,679.04
Anhui,rice,2015,1616.8
Anhui,soybean,2015,95.67
Anhui,wheat,2015,1661.05
Beijing,maize,2015,49.45
Beijing,rice,2015,0.14
Beijing,soybean,2015,0.71
Beijing,wheat,2015,11.12
Chongqing,maize,2015,248.86
Chongqing,rice,2015,476.56
Chongqing,soybean,2015,39.58
Chongqing,wheat,2015,13.25
Fujian,maize,2015,11.57
Fujian,rice,2015,405.69
Fujian,soybean,2015,10.31
Fujian,wheat,2015,0.08
Gansu,maize,2015,598.09
Gansu,rice,2015,2.84
Gansu,soybean,2015,27.49
Gansu,wheat,2015,285.1
Guangdong,maize,2015,55.33
Guangdong,rice,2015,1040.82
Guangdong,soybean,2015,11.68
Guangdong,wheat,2015,0.3
Guangxi,maize,2015,277.45
Guangxi,rice,2015,1073.47
Guangxi,soybean,2015,22.27
Guangxi,wheat,2015,0.45
Guizhou,maize,2015,343.62
Guizhou,rice,2015,442.71
Guizhou,soybean,2015,22.15
Guizhou,wheat,2015,65.39
Hainan,maize,2015,0.0
Hainan,rice,2015,137.04
Hainan,soybean,2015,2.03
Hainan,wheat,2015,0.0
Hebei,maize,2015,1897.74
Hebei,rice,2015,51.18
Hebei,soybean,2015,19.09
Hebei,wheat,2015,1482.79
Heilongjiang,maize,2015,4280.19
Heilongjiang,rice,2015,2720.87
Heilongjiang,soybean,2015,508.06
Heilongjiang,wheat,2015,21.5
Henan,maize,2015,2288.5
Henan,rice,2015,499.88
Henan,soybean,2015,48.84
Henan,wheat,2015,3526.9
Hubei,maize,2015,393.71
Hubei,rice,2015,1961.42
Hubei,soybean,2015,35.1
Hubei,wheat,2015,431.99
Hunan,maize,2015,198.87
Hunan,rice,2015,2756.75
Hunan,soybean,2015,29.42
Hunan,wheat,2015,10.84
Inner_Mongolia,maize,2015,2652.23
Inner_Mongolia,rice,2015,50.57
Inner_Mongolia,soybean,2015,139.44
Inner_Mongolia,wheat,2015,179.15
Jiangsu,maize,2015,302.04
Jiangsu,rice,2015,1917.33
Jiangsu,soybean,2015,60.18
Jiangsu,wheat,2015,1248.96
Jiangxi,maize,2015,12.44
Jiangxi,rice,2015,2157.16
Jiangxi,soybean,2015,26.75
Jiangxi,wheat,2015,2.57
Jilin,maize,2015,3138.77
Jilin,rice,2015,644.26
Jilin,soybean,2015,50.25
Jilin,wheat,2015,0.14
Liaoning,maize,2015,1697.12
Liaoning,rice,2015,402.73
Liaoning,soybean,2015,15.26
Liaoning,wheat,2015,1.38
Ningxia,maize,2015,226.88
Ningxia,rice,2015,60.75
Ningxia,soybean,2015,1.5
Ningxia,wheat,2015,39.64
Qinghai,maize,2015,14.45
Qinghai,rice,2015,0.0
Qinghai,soybean,2015,2.65
Qinghai,wheat,2015,35.05
Shaanxi,maize,2015,567.7
Shaanxi,rice,2015,80.37
Shaanxi,soybean,2015,20.27
Shaanxi,wheat,2015,423.07
Shandong,maize,2015,2505.4
Shandong,rice,2015,95.83
Shandong,soybean,2015,35.37
Shandong,wheat,2015,2391.69
Shanghai,maize,2015,2.66
Shanghai,rice,2015,94.71
Shanghai,soybean,2015,1.23
Shanghai,wheat,2015,20.71
Shanxi,maize,2015,974.71
Shanxi,rice,2015,0.52
Shanxi,soybean,2015,23.32
Shanxi,wheat,2015,231.54
Sichuan,maize,2015,992.3
Sichuan,rice,2015,1465.19
Sichuan,soybean,2015,107.04
Sichuan,wheat,2015,284.55
Tianjin,maize,2015,107.82
Tianjin,rice,2015,16.35
Tianjin,soybean,2015,1.01
Tianjin,wheat,2015,58.06
Tibet,maize,2015,0.84
Tibet,rice,2015,0.45
Tibet,soybean,2015,2.01
Tibet,wheat,2015,23.39
Xinjiang,maize,2015,1090.23
Xinjiang,rice,2015,67.38
Xinjiang,soybean,2015,11.64
Xinjiang,wheat,2015,691.52
Yunnan,maize,2015,868.11
Yunnan,rice,2015,528.62
Yunnan,soybean,2015,112.11
Yunnan,wheat,2015,74.67
Zhejiang,maize,2015,23.1
Zhejiang,rice,2015,445.8
Zhejiang,soybean,2015,30.1
Zhejiang,wheat,2015,38.68
Anhui,maize,2016,634.49
Anhui,rice,2016,1570.02
Anhui,soybean,2016,93.59
Anhui,wheat,2016,1635.5
Beijing,maize,2016,42.55
Beijing,rice,2016,0.14
Beijing,soybean,2016,0.43
Beijing,wheat,2016,8.54
Chongqing,maize,2016,252.78
Chongqing,rice,2016,487.58
Chongqing,soybean,2016,39.54
Chongqing,wheat,2016,11.28
Fujian,maize,2016,10.96
Fujian,rice,2016,386.61
Fujian,soybean,2016,9.71
Fujian,wheat,2016,0.06
Gansu,maize,2016,591.88
Gansu,rice,2016,2.81
Gansu,soybean,2016,23.04
Gansu,wheat,2016,272.11
Guangdong,maize,2016,55.4
Guangdong,rice,2016,1039.53
Guangdong,soybean,2016,11.24
Guangdong,wheat,2016,0.3
Guangxi,maize,2016,275.78
Guangxi,rice,2016,1066.0
Guangxi,soybean,2016,23.08
Guangxi,wheat,2016,0.53
Guizhou,maize,2016,456.4
Guizhou,rice,2016,456.01
Guizhou,soybean,2016,33.06
Guizhou,wheat,2016,41.82
Hainan,maize,2016,0.0
Hainan,rice,2016,130.67
Hainan,soybean,2016,1.94
Hainan,wheat,2016,0.0
Hebei,maize,2016,2031.21
Hebei,rice,2016,51.23
Hebei,soybean,2016,19.8
Hebei,wheat,2016,1480.23
Heilongjiang,maize,2016,3912.81
Heilongjiang,rice,2016,2763.62
Heilongjiang,soybean,2016,586.26
Heilongjiang,wheat,2016,28.6
Henan,maize,2016,2216.29
Henan,rice,2016,508.29
Henan,soybean,2016,49.0
Henan,wheat,2016,3618.62
Hubei,maize,2016,357.41
Hubei,rice,2016,1874.47
Hubei,soybean,2016,35.35
Hubei,wheat,2016,440.74
Hunan,maize,2016,200.02
Hunan,rice,2016,2724.61
Hunan,soybean,2016,30.52
Hunan,wheat,2016,7.0
Inner_Mongolia,maize,2016,2563.09
Inner_Mongolia,rice,2016,69.82
Inner_Mongolia,soybean,2016,168.67
Inner_Mongolia,wheat,2016,187.72
Jiangsu,maize,2016,284.44
Jiangsu,rice,2016,1898.94
Jiangsu,soybean,2016,59.39
Jiangsu,wheat,2016,1245.81
Jiangxi,maize,2016,15.28
Jiangxi,rice,2016,2140.51
Jiangxi,soybean,2016,27.15
Jiangxi,wheat,2016,3.04
Jilin,maize,2016,3286.28
Jilin,rice,2016,670.45
Jilin,soybean,2016,55.0
Jilin,wheat,2016,0.15
Liaoning,maize,2016,1810.07
Liaoning,rice,2016,410.39
Liaoning,soybean,2016,16.21
Liaoning,wheat,2016,1.1
Ningxia,maize,2016,220.47
Ningxia,rice,2016,67.88
Ningxia,soybean,2016,2.11
Ningxia,wheat,2016,38.0
Qinghai,maize,2016,13.63
Qinghai,rice,2016,0.0
Qinghai,soybean,2016,2.61
Qinghai,wheat,2016,35.04
Shaanxi,maize,2016,636.21
Shaanxi,rice,2016,80.47
Shaanxi,soybean,2016,29.17
Shaanxi,wheat,2016,403.18
Shandong,maize,2016,2613.81
Shandong,rice,2016,88.84
Shandong,soybean,2016,35.24
Shandong,wheat,2016,2490.11
Shanghai,maize,2016,2.72
Shanghai,rice,2016,91.41
Shanghai,soybean,2016,0.75
Shanghai,wheat,2016,13.22
Shanxi,maize,2016,1017.96
Shanxi,rice,2016,0.55
Shanxi,soybean,2016,27.42
Shanxi,wheat,2016,229.15
Sichuan,maize,2016,1058.02
Sichuan,rice,2016,1467.34
Sichuan,soybean,2016,112.97
Sichuan,wheat,2016,259.58
Tianjin,maize,2016,118.69
Tianjin,rice,2016,20.04
Tianjin,soybean,2016,0.89
Tianjin,wheat,2016,58.9
Tibet,maize,2016,2.86
Tibet,rice,2016,0.6
Tibet,soybean,2016,1.99
Tibet,wheat,2016,26.88
Xinjiang,maize,2016,765.64
Xinjiang,rice,2016,71.68
Xinjiang,soybean,2016,10.34
Xinjiang,wheat,2016,681.84
Yunnan,maize,2016,892.29
Yunnan,rice,2016,524.08
Yunnan,soybean,2016,117.05
Yunnan,wheat,2016,71.52
Zhejiang,maize,2016,21.88
Zhejiang,rice,2016,444.83
Zhejiang,soybean,2016,27.14
Zhejiang,wheat,2016,28.28
Anhui,maize,2017,610.66
Anhui,rice,2017,1647.46
Anhui,soybean,2017,97.14
Anhui,wheat,2017,1644.47
Beijing,maize,2017,33.21
Beijing,rice,2017,0.07
Beijing,soybean,2017,0.58
Beijing,wheat,2017,6.19
Chongqing,maize,2017,252.62
Chongqing,rice,2017,486.99
Chongqing,soybean,2017,40.22
Chongqing,wheat,2017,9.78
Fujian,maize,2017,11.4
Fujian,rice,2017,393.19
Fujian,soybean,2017,9.95
Fujian,wheat,2017,0.06
Gansu,maize,2017,576.67
Gansu,rice,2017,2.92
Gansu,soybean,2017,25.16
Gansu,wheat,2017,269.72
Guangdong,maize,2017,54.64
Guangdong,rice,2017,1046.34
Guangdong,soybean,2017,11.14
Guangdong,wheat,2017,0.15
Guangxi,maize,2017,271.64
Guangxi,rice,2017,1019.78
Guangxi,soybean,2017,24.68
Guangxi,wheat,2017,0.51
Guizhou,maize,2017,441.18
Guizhou,rice,2017,448.83
Guizhou,soybean,2017,25.56
Guizhou,wheat,2017,41.2
Hainan,maize,2017,0.0
Hainan,rice,2017,123.23
Hainan,soybean,2017,1.73
Hainan,wheat,2017,0.0
Hebei,maize,2017,2035.48
Hebei,rice,2017,50.43
Hebei,soybean,2017,20.83
Hebei,wheat,2017,1504.12
Heilongjiang,maize,2017,3703.11
Heilongjiang,rice,2017,2819.33
Heilongjiang,soybean,2017,719.62
Heilongjiang,wheat,2017,38.09
Henan,maize,2017,2170.14
Henan,rice,2017,485.25
Henan,soybean,2017,53.36
Henan,wheat,2017,3705.21
Hubei,maize,2017,356.75
Hubei,rice,2017,1927.16
Hubei,soybean,2017,38.48
Hubei,wheat,2017,426.9
Hunan,maize,2017,199.17
Hunan,rice,2017,2740.35
Hunan,soybean,2017,31.98
Hunan,wheat,2017,9.61
Inner_Mongolia,maize,2017,2497.44
Inner_Mongolia,rice,2017,85.23
Inner_Mongolia,soybean,2017,186.19
Inner_Mongolia,wheat,2017,189.05
Jiangsu,maize,2017,318.07
Jiangsu,rice,2017,1892.57
Jiangsu,soybean,2017,58.79
Jiangsu,wheat,2017,1295.47
Jiangxi,maize,2017,15.4
Jiangxi,rice,2017,2126.15
Jiangxi,soybean,2017,28.29
Jiangxi,wheat,2017,3.1
Jilin,maize,2017,3250.78
Jilin,rice,2017,684.43
Jilin,soybean,2017,67.08
Jilin,wheat,2017,0.15
Liaoning,maize,2017,1789.44
Liaoning,rice,2017,422.05
Liaoning,soybean,2017,21.05
Liaoning,wheat,2017,1.26
Ningxia,maize,2017,214.87
Ningxia,rice,2017,68.85
Ningxia,soybean,2017,1.73
Ningxia,wheat,2017,37.82
Qinghai,maize,2017,12.24
Qinghai,rice,2017,0.0
Qinghai,soybean,2017,2.8
Qinghai,wheat,2017,33.06
Shaanxi,maize,2017,551.15
Shaanxi,rice,2017,80.57
Shaanxi,soybean,2017,28.63
Shaanxi,wheat,2017,406.41
Shandong,maize,2017,2662.15
Shandong,rice,2017,90.14
Shandong,soybean,2017,33.62
Shandong,wheat,2017,2495.11
Shanghai,maize,2017,2.1
Shanghai,rice,2017,85.6
Shanghai,soybean,2017,0.3
Shanghai,wheat,2017,10.18
Shanxi,maize,2017,977.87
Shanxi,rice,2017,0.52
Shanxi,soybean,2017,28.31
Shanxi,wheat,2017,232.4
Sichuan,maize,2017,1068.0
Sichuan,rice,2017,1473.7
Sichuan,soybean,2017,119.23
Sichuan,wheat,2017,251.6
Tianjin,maize,2017,119.29
Tianjin,rice,2017,26.33
Tianjin,soybean,2017,0.85
Tianjin,wheat,2017,62.41
Tibet,maize,2017,3.0
Tibet,rice,2017,0.5
Tibet,soybean,2017,3.98
Tibet,wheat,2017,21.94
Xinjiang,maize,2017,772.62
Xinjiang,rice,2017,65.47
Xinjiang,soybean,2017,14.6
Xinjiang,wheat,2017,612.58
Yunnan,maize,2017,912.93
Yunnan,rice,2017,529.23
Yunnan,soybean,2017,118.31
Yunnan,wheat,2017,73.68
Zhejiang,maize,2017,23.04
Zhejiang,rice,2017,444.91
Zhejiang,soybean,2017,27.38
Zhejiang,wheat,2017,41.92
Anhui,maize,2018,595.61
Anhui,rice,2018,1681.21
Anhui,soybean,2018,102.99
Anhui,wheat,2018,1607.45
Beijing,maize,2018,27.14
Beijing,rice,2018,0.11
Beijing,soybean,2018,0.52
Beijing,wheat,2018,5.26
Chongqing,maize,2018,251.33
Chongqing,rice,2018,486.92
Chongqing,soybean,2018,40.86
Chongqing,wheat,2018,8.15
Fujian,maize,2018,12.56
Fujian,rice,2018,398.31
Fujian,soybean,2018,10.83
Fujian,wheat,2018,0.05
Gansu,maize,2018,589.99
Gansu,rice,2018,2.47
Gansu,soybean,2018,30.58
Gansu,wheat,2018,280.51
Guangdong,maize,2018,54.54
Guangdong,rice,2018,1032.07
Guangdong,soybean,2018,11.28
Guangdong,wheat,2018,0.15
Guangxi,maize,2018,273.4
Guangxi,rice,2018,1016.24
Guangxi,soybean,2018,26.16
Guangxi,wheat,2018,0.5
Guizhou,maize,2018,258.96
Guizhou,rice,2018,420.73
Guizhou,soybean,2018,29.29
Guizhou,wheat,2018,33.18
Hainan,maize,2018,
Hainan,rice,2018,130.7
Hainan,soybean,2018,1.85
Hainan,wheat,2018,
Hebei,maize,2018,1941.15
Hebei,rice,2018,52.49
Hebei,soybean,2018,28.13
Hebei,wheat,2018,1450.73
Heilongjiang,maize,2018,3982.16
Heilongjiang,rice,2018,2685.54
Heilongjiang,soybean,2018,678.5
Heilongjiang,wheat,2018,36.18
Henan,maize,2018,2351.38
Henan,rice,2018,501.41
Henan,soybean,2018,101.7
Henan,wheat,2018,3602.85
Hubei,maize,2018,323.38
Hubei,rice,2018,1965.62
Hubei,soybean,2018,38.41
Hubei,wheat,2018,410.37
Hunan,maize,2018,202.82
Hunan,rice,2018,2674.01
Hunan,soybean,2018,36.34
Hunan,wheat,2018,8.01
Inner_Mongolia,maize,2018,2699.95
Inner_Mongolia,rice,2018,121.86
Inner_Mongolia,soybean,2018,205.65
Inner_Mongolia,wheat,2018,202.29
Jiangsu,maize,2018,299.95
Jiangsu,rice,2018,1958.03
Jiangsu,soybean,2018,64.97
Jiangsu,wheat,2018,1289.12
Jiangxi,maize,2018,15.65
Jiangxi,rice,2018,2092.2
Jiangxi,soybean,2018,29.43
Jiangxi,wheat,2018,3.17
Jilin,maize,2018,2799.88
Jilin,rice,2018,646.32
Jilin,soybean,2018,62.75
Jilin,wheat,2018,0.04
Liaoning,maize,2018,1662.79
Liaoning,rice,2018,418.02
Liaoning,soybean,2018,20.0
Liaoning,wheat,2018,1.37
Ningxia,maize,2018,234.62
Ningxia,rice,2018,66.55
Ningxia,soybean,2018,2.81
Ningxia,wheat,2018,41.58
Qinghai,maize,2018,11.53
Qinghai,rice,2018,0.0
Qinghai,soybean,2018,2.89
Qinghai,wheat,2018,42.64
Shaanxi,maize,2018,584.15
Shaanxi,rice,2018,80.69
Shaanxi,soybean,2018,28.62
Shaanxi,wheat,2018,401.34
Shandong,maize,2018,2607.16
Shandong,rice,2018,98.59
Shandong,soybean,2018,44.5
Shandong,wheat,2018,2471.68
Shanghai,maize,2018,1.25
Shanghai,rice,2018,87.97
Shanghai,soybean,2018,0.17
Shanghai,wheat,2018,12.98
Shanxi,maize,2018,981.62
Shanxi,rice,2018,0.56
Shanxi,soybean,2018,35.62
Shanxi,wheat,2018,228.59
Sichuan,maize,2018,1066.3
Sichuan,rice,2018,1478.6
Sichuan,soybean,2018,121.5
Sichuan,wheat,2018,247.3
Tianjin,maize,2018,110.55
Tianjin,rice,2018,37.41
Tianjin,soybean,2018,1.42
Tianjin,wheat,2018,57.13
Tibet,maize,2018,3.36
Tibet,rice,2018,0.53
Tibet,soybean,2018,2.24
Tibet,wheat,2018,19.46
Xinjiang,maize,2018,827.57
Xinjiang,rice,2018,72.65
Xinjiang,soybean,2018,13.96
Xinjiang,wheat,2018,571.89
Yunnan,maize,2018,926.0
Yunnan,rice,2018,527.7
Yunnan,soybean,2018,118.08
Yunnan,wheat,2018,74.28
Zhejiang,maize,2018,20.64
Zhejiang,rice,2018,477.4
Zhejiang,soybean,2018,28.22
Zhejiang,wheat,2018,35.79
Anhui,maize,2019,642.79
Anhui,rice,2019,1630.01
Anhui,soybean,2019,100.84
Anhui,wheat,2019,1656.89
Beijing,maize,2019,22.83
Beijing,rice,2019,0.1
Beijing,soybean,2019,0.38
Beijing,wheat,2019,4.41
Chongqing,maize,2019,249.54
Chongqing,rice,2019,487.0
Chongqing,soybean,2019,40.95
Chongqing,wheat,2019,6.91
Fujian,maize,2019,13.44
Fujian,rice,2019,388.79
Fujian,soybean,2019,11.37
Fujian,wheat,2019,0.03
Gansu,maize,2019,594.14
Gansu,rice,2019,2.13
Gansu,soybean,2019,32.7
Gansu,wheat,2019,281.1
Guangdong,maize,2019,55.59
Guangdong,rice,2019,1075.05
Guangdong,soybean,2019,11.77
Guangdong,wheat,2019,0.15
Guangxi,maize,2019,261.21
Guangxi,rice,2019,991.95
Guangxi,soybean,2019,24.2
Guangxi,wheat,2019,0.48
Guizhou,maize,2019,232.3
Guizhou,rice,2019,423.83
Guizhou,soybean,2019,29.44
Guizhou,wheat,2019,32.98
Hainan,maize,2019,
Hainan,rice,2019,126.5
Hainan,soybean,2019,1.65
Hainan,wheat,2019,
Hebei,maize,2019,1986.64
Hebei,rice,2019,48.65
Hebei,soybean,2019,30.08
Hebei,wheat,2019,1462.57
Heilongjiang,maize,2019,3939.82
Heilongjiang,rice,2019,2663.46
Heilongjiang,soybean,2019,796.98
Heilongjiang,wheat,2019,20.39
Henan,maize,2019,2247.37
Henan,rice,2019,512.5
Henan,soybean,2019,102.0
Henan,wheat,2019,3741.77
Hubei,maize,2019,307.22
Hubei,rice,2019,1877.06
Hubei,soybean,2019,38.97
Hubei,wheat,2019,390.68
Hunan,maize,2019,220.3
Hunan,rice,2019,2611.5
Hunan,soybean,2019,37.34
Hunan,wheat,2019,7.54
Inner_Mongolia,maize,2019,2722.32
Inner_Mongolia,rice,2019,136.15
Inner_Mongolia,soybean,2019,251.65
Inner_Mongolia,wheat,2019,182.67
Jiangsu,maize,2019,311.07
Jiangsu,rice,2019,1959.64
Jiangsu,soybean,2019,70.3
Jiangsu,wheat,2019,1317.51
Jiangxi,maize,2019,19.8
Jiangxi,rice,2019,2048.3
Jiangxi,soybean,2019,29.33
Jiangxi,wheat,2019,3.04
Jilin,maize,2019,3045.3
Jilin,rice,2019,657.17
Jilin,soybean,2019,77.04
Jilin,wheat,2019,1.11
Liaoning,maize,2019,1884.43
Liaoning,rice,2019,434.82
Liaoning,soybean,2019,22.84
Liaoning,wheat,2019,1.38
Ningxia,maize,2019,230.47
Ningxia,rice,2019,55.09
Ningxia,soybean,2019,2.27
Ningxia,wheat,2019,34.61
Qinghai,maize,2019,14.18
Qinghai,rice,2019,0.0
Qinghai,soybean,2019,3.31
Qinghai,wheat,2019,40.29
Shaanxi,maize,2019,609.58
Shaanxi,rice,2019,80.37
Shaanxi,soybean,2019,28.05
Shaanxi,wheat,2019,382.04
Shandong,maize,2019,2536.53
Shandong,rice,2019,100.68
Shandong,soybean,2019,53.49
Shandong,wheat,2019,2552.92
Shanghai,maize,2019,1.06
Shanghai,rice,2019,88.04
Shanghai,soybean,2019,0.2
Shanghai,wheat,2019,5.8
Shanxi,maize,2019,939.37
Shanxi,rice,2019,1.76
Shanxi,soybean,2019,34.24
Shanxi,wheat,2019,226.21
Sichuan,maize,2019,1062.14
Sichuan,rice,2019,1469.82
Sichuan,soybean,2019,129.92
Sichuan,wheat,2019,246.18
Tianjin,maize,2019,115.18
Tianjin,rice,2019,42.91
Tianjin,soybean,2019,1.09
Tianjin,wheat,2019,60.47
Tibet,maize,2019,2.59
Tibet,rice,2019,0.43
Tibet,soybean,2019,1.79
Tibet,wheat,2019,19.19
Xinjiang,maize,2019,858.37
Xinjiang,rice,2019,51.62
Xinjiang,soybean,2019,14.8
Xinjiang,wheat,2019,576.03
Yunnan,maize,2019,920.0
Yunnan,rice,2019,534.0
Yunnan,soybean,2019,122.33
Yunnan,wheat,2019,71.9
Zhejiang,maize,2019,32.32
Zhejiang,rice,2019,462.06
Zhejiang,soybean,2019,30.58
Zhejiang,wheat,2019,32.38
Anhui,maize,2020,663.25
Anhui,rice,2020,1560.51
Anhui,soybean,2020,98.13
Anhui,wheat,2020,1671.73
Beijing,maize,2020,24.19
Beijing,rice,2020,0.14
Beijing,soybean,2020,0.33
Beijing,wheat,2020,4.62
Chongqing,maize,2020,251.13
Chongqing,rice,2020,489.19
Chongqing,soybean,2020,41.48
Chongqing,wheat,2020,6.09
Fujian,maize,2020,14.76
Fujian,rice,2020,391.75
Fujian,soybean,2020,11.99
Fujian,wheat,2020,0.02
Gansu,maize,2020,616.83
Gansu,rice,2020,1.69
Gansu,soybean,2020,37.21
Gansu,wheat,2020,268.88
Guangdong,maize,2020,58.15
Guangdong,rice,2020,1099.58
Guangdong,soybean,2020,11.76
Guangdong,wheat,2020,0.14
Guangxi,maize,2020,273.33
Guangxi,rice,2020,1013.74
Guangxi,soybean,2020,26.6
Guangxi,wheat,2020,0.63
Guizhou,maize,2020,220.34
Guizhou,rice,2020,415.98
Guizhou,soybean,2020,33.71
Guizhou,wheat,2020,33.37
Hainan,maize,2020,
Hainan,rice,2020,126.25
Hainan,soybean,2020,1.78
Hainan,wheat,2020,
Hebei,maize,2020,2051.82
Hebei,rice,2020,48.93
Hebei,soybean,2020,29.39
Hebei,wheat,2020,1439.3
Heilongjiang,maize,2020,3646.61
Heilongjiang,rice,2020,2896.15
Heilongjiang,soybean,2020,931.97
Heilongjiang,wheat,2020,18.71
Henan,maize,2020,2342.37
Henan,rice,2020,513.71
Henan,soybean,2020,97.87
Henan,wheat,2020,3753.13
Hubei,maize,2020,311.54
