i,c,t,s,k,exposure
Shanghai,rice,2017,historical,heat,-0.11383741533178975
Shanghai,rice,2018,historical,compound,0.1182001392836482
Shanghai,rice,2018,historical,drought,0.5488983577844407
Shanghai,rice,2018,historical,heat,-0.33326753721058433
Shanghai,rice,2019,historical,compound,-0.6164885599460247
Shanghai,rice,2019,historical,drought,-0.9445147558453794
Shanghai,rice,2019,historical,heat,-0.3851222969842678
Shanghai,rice,2020,historical,compound,-0.08588005494681651
Shanghai,rice,2020,historical,drought,0.19869503499584829
Shanghai,rice,2020,historical,heat,-0.29937134918977937
Shanghai,rice,2021,historical,compound,1.0496792637673604
Shanghai,rice,2021,historical,drought,-0.9287743107023513
Shanghai,rice,2021,historical,heat,0.44700926188299483
Shanghai,rice,2022,historical,compound,2.0745847294195525
Shanghai,rice,2022,historical,drought,-0.21115122464055314
Shanghai,rice,2022,historical,heat,2.447584276176066
Shanghai,soybean,1997,historical,compound,0.565359412491263
Shanghai,soybean,1997,historical,drought,0.16854864652992627
Shanghai,soybean,1997,historical,heat,-0.6226409329253052
Shanghai,soybean,1998,historical,compound,-0.07214122381208872
Shanghai,soybean,1998,historical,drought,0.1264613315145706
Shanghai,soybean,1998,historical,heat,-0.1680829887758816
Shanghai,soybean,1999,historical,compound,-1.1040356834554907
Shanghai,soybean,1999,historical,drought,-2.009931671521444
Shanghai,soybean,1999,historical,heat,-0.21675906840285183
Shanghai,soybean,2000,historical,compound,0.1688293584412727
Shanghai,soybean,2000,historical,drought,-0.6524151252582827
Shanghai,soybean,2000,historical,heat,-0.2220543478103344
Shanghai,soybean,2001,historical,compound,-0.4925254043796568
Shanghai,soybean,2001,historical,drought,-0.1438259279581409
Shanghai,soybean,2001,historical,heat,-0.5936249037193683
Shanghai,soybean,2002,historical,compound,0.15974553499884248
Shanghai,soybean,2002,historical,drought,-0.8196276779211894
Shanghai,soybean,2002,historical,heat,-0.21835232776368588
Shanghai,soybean,2003,historical,compound,0.09173340436888618
Shanghai,soybean,2003,historical,drought,1.4956816380885394
Shanghai,soybean,2003,historical,heat,0.7841195304318989
Shanghai,soybean,2004,historical,compound,-0.050746003581827494
Shanghai,soybean,2004,historical,drought,0.46618394891543136
Shanghai,soybean,2004,historical,heat,-0.41013988243242405
Shanghai,soybean,2005,historical,compound,0.6015249357966718
Shanghai,soybean,2005,historical,drought,0.9619445316130627
Shanghai,soybean,2005,historical,heat,0.3228060537688597
Shanghai,soybean,2006,historical,compound,-0.2515548221262954
Shanghai,soybean,2006,historical,drought,1.594088403843716
Shanghai,soybean,2006,historical,heat,-0.12336512153261232
Shanghai,soybean,2007,historical,compound,-0.29137469492222495
Shanghai,soybean,2007,historical,drought,0.5056157341879342
Shanghai,soybean,2007,historical,heat,-0.1936638699809918
Shanghai,soybean,2008,historical,compound,-0.44913606732536254
Shanghai,soybean,2008,historical,drought,-0.17539568459276125
Shanghai,soybean,2008,historical,heat,-0.16438101240394484
Shanghai,soybean,2009,historical,compound,0.25671859052090956
Shanghai,soybean,2009,historical,drought,1.0212369909832795
Shanghai,soybean,2009,historical,heat,-0.6010009169302715
Shanghai,soybean,2010,historical,compound,0.10404480115671726
Shanghai,soybean,2010,historical,drought,0.8088420011018838
Shanghai,soybean,2010,historical,heat,0.5371079493109884
Shanghai,soybean,2011,historical,compound,0.5128862519945384
Shanghai,soybean,2011,historical,drought,0.9792697126418791
Shanghai,soybean,2011,historical,heat,-0.23492354228914245
Shanghai,soybean,2012,historical,compound,-0.3315364586311185
Shanghai,soybean,2012,historical,drought,0.7941896739621862
Shanghai,soybean,2012,historical,heat,-0.3706495518188742
Shanghai,soybean,2013,historical,compound,0.0852782576780849
Shanghai,soybean,2013,historical,drought,0.9933734291016062
Shanghai,soybean,2013,historical,heat,0.5101832054360173
Shanghai,soybean,2014,historical,compound,-0.24110343503200915
Shanghai,soybean,2014,historical,drought,-0.8315128543128297
Shanghai,soybean,2014,historical,heat,-0.7687400096048752
Shanghai,soybean,2015,historical,compound,-0.9744665688863797
Shanghai,soybean,2015,historical,drought,-1.296534386845583
Shanghai,soybean,2015,historical,heat,-0.7244420815049354
Shanghai,soybean,2016,historical,compound,0.04834406731459199
Shanghai,soybean,2016,historical,drought,-0.003673221956576267
Shanghai,soybean,2016,historical,heat,1.6995944686032958
Shanghai,soybean,2017,historical,compound,0.21875872741852456
Shanghai,soybean,2017,historical,drought,-0.5690330392014906
Shanghai,soybean,2017,historical,heat,0.3639428033304102
Shanghai,soybean,2018,historical,compound,0.459729309671886
Shanghai,soybean,2018,historical,drought,-0.3346056562895858
Shanghai,soybean,2018,historical,heat,0.011091612525603006
Shanghai,soybean,2019,historical,compound,-0.3311945677181545
Shanghai,soybean,2019,historical,drought,-0.9074920531310532
Shanghai,soybean,2019,historical,heat,-0.5130706687005614
Shanghai,soybean,2020,historical,compound,0.28965654048091743
Shanghai,soybean,2020,historical,drought,-1.1096812064901231
Shanghai,soybean,2020,historical,heat,0.36455073620785844
Shanghai,soybean,2021,historical,compound,0.5617050630007422
Shanghai,soybean,2021,historical,drought,-1.8621676701674206
Shanghai,soybean,2021,historical,heat,0.5924860033810714
Shanghai,soybean,2022,historical,compound,0.46550067453675936
Shanghai,soybean,2022,historical,drought,0.8004601331624667
Shanghai,soybean,2022,historical,heat,0.9600088636000589
Shanghai,wheat,1998,historical,compound,-0.7384581584418338
Shanghai,wheat,1998,historical,drought,-0.3541523460436977
Shanghai,wheat,1998,historical,heat,-0.6933624781565487
Shanghai,wheat,1999,historical,compound,-0.521706128854382
Shanghai,wheat,1999,historical,drought,-1.649392422179497
Shanghai,wheat,1999,historical,heat,-0.8051387685284178
Shanghai,wheat,2000,historical,compound,-0.30374447706568913
Shanghai,wheat,2000,historical,drought,-0.046989701672747186
Shanghai,wheat,2000,historical,heat,0.5672012469078035
Shanghai,wheat,2001,historical,compound,0.13096920431045553
Shanghai,wheat,2001,historical,drought,-1.2493621298462352
Shanghai,wheat,2001,historical,heat,0.08159699909188321
Shanghai,wheat,2002,historical,compound,-0.574079702949383
Shanghai,wheat,2002,historical,drought,0.9870159108049643
Shanghai,wheat,2002,historical,heat,0.45961309890502805
Shanghai,wheat,2003,historical,compound,0.07496676361173076
Shanghai,wheat,2003,historical,drought,0.7207272678439577
Shanghai,wheat,2003,historical,heat,-0.11378539333174353
Shanghai,wheat,2004,historical,compound,0.5263084294050919
Shanghai,wheat,2004,historical,drought,0.9721616108387199
Shanghai,wheat,2004,historical,heat,0.2820158874849847
Shanghai,wheat,2005,historical,compound,0.475144477511332
Shanghai,wheat,2005,historical,drought,2.3157281655438946
Shanghai,wheat,2005,historical,heat,0.807415013010495
Shanghai,wheat,2006,historical,compound,0.7276420967765683
Shanghai,wheat,2006,historical,drought,1.1085109145298542
Shanghai,wheat,2006,historical,heat,0.688884523458634
Shanghai,wheat,2007,historical,compound,-0.17753085565350535
Shanghai,wheat,2007,historical,drought,1.7667535899277118
Shanghai,wheat,2007,historical,heat,0.8973547475327511
Shanghai,wheat,2008,historical,compound,-0.9552101880292855
Shanghai,wheat,2008,historical,drought,-0.40488870579012964
Shanghai,wheat,2008,historical,heat,-0.7386864574163649
Shanghai,wheat,2009,historical,compound,0.7547795781639266
Shanghai,wheat,2009,historical,drought,0.7070765979915962
Shanghai,wheat,2009,historical,heat,-0.10739627573540624
Shanghai,wheat,2010,historical,compound,-0.41212049185941496
Shanghai,wheat,2010,historical,drought,0.6001744389013902
Shanghai,wheat,2010,historical,heat,-0.58758001582722
Shanghai,wheat,2011,historical,compound,1.2812412899165804
Shanghai,wheat,2011,historical,drought,0.8056274015400238
Shanghai,wheat,2011,historical,heat,0.5159941424914999
Shanghai,wheat,2012,historical,compound,-0.0703644630610208
Shanghai,wheat,2012,historical,drought,0.38171197907052173
Shanghai,wheat,2012,historical,heat,-0.5549643275027144
Shanghai,wheat,2013,historical,compound,-0.4657036881556573
Shanghai,wheat,2013,historical,drought,0.387699231183368
Shanghai,wheat,2013,historical,heat,-0.3165748156198867
Shanghai,wheat,2014,historical,compound,0.41302354936553237
Shanghai,wheat,2014,historical,drought,-0.18613275797128148
Shanghai,wheat,2014,historical,heat,-0.5985324179279231
Shanghai,wheat,2015,historical,compound,-0.7372485362405925
Shanghai,wheat,2015,historical,drought,-1.2719296175637576
Shanghai,wheat,2015,historical,heat,-0.4786365346933554
Shanghai,wheat,2016,historical,compound,-0.7372485362405925
Shanghai,wheat,2016,historical,drought,-0.9643807080872878
Shanghai,wheat,2016,historical,heat,0.30553088909541315
Shanghai,wheat,2017,historical,compound,-0.054946100845045365
Shanghai,wheat,2017,historical,drought,-1.380207897047846
Shanghai,wheat,2017,historical,heat,-0.6342649918836704
Shanghai,wheat,2018,historical,compound,0.05463953614992168
Shanghai,wheat,2018,historical,drought,-0.7340660771056671
Shanghai,wheat,2018,historical,heat,0.1585059217944861
Shanghai,wheat,2019,historical,compound,-0.10852929714128767
Shanghai,wheat,2019,historical,drought,-0.34418705102633007
Shanghai,wheat,2019,historical,heat,-0.31545920996280064
Shanghai,wheat,2020,historical,compound,-0.4502853259396818
Shanghai,wheat,2020,historical,drought,-1.745842679662184
Shanghai,wheat,2020,historical,heat,-0.35369269014754257
Shanghai,wheat,2021,historical,compound,0.4727252331088497
Shanghai,wheat,2021,historical,drought,-0.10503902865997931
Shanghai,wheat,2021,historical,heat,0.008888960874215387
Shanghai,wheat,2022,historical,compound,1.395735792157381
Shanghai,wheat,2022,historical,drought,-0.3166159855193629
Shanghai,wheat,2022,historical,heat,1.5250729460864003
Shanxi,maize,1997,historical,compound,1.5161965835555096
Shanxi,maize,1997,historical,drought,2.3268288940946955
Shanxi,maize,1997,historical,heat,1.0410187497828536
Shanxi,maize,1998,historical,compound,0.22434742550135592
Shanxi,maize,1998,historical,drought,-0.8400810845986962
Shanxi,maize,1998,historical,heat,-0.3592232359390897
Shanxi,maize,1999,historical,compound,0.4599248830976448
Shanxi,maize,1999,historical,drought,0.7670724289422317
Shanxi,maize,1999,historical,heat,0.1386512633017162
Shanxi,maize,2000,historical,compound,0.32878050765679573
Shanxi,maize,2000,historical,drought,0.31978245340001216
Shanxi,maize,2000,historical,heat,0.04950223802516344
Shanxi,maize,2001,historical,compound,0.5302430309345657
Shanxi,maize,2001,historical,drought,1.8371484797474598
Shanxi,maize,2001,historical,heat,0.6683368030654565
Shanxi,maize,2002,historical,compound,-0.14163150346726228
Shanxi,maize,2002,historical,drought,-0.3602110173304542
Shanxi,maize,2002,historical,heat,0.48608682631547256
Shanxi,maize,2003,historical,compound,-1.0980100042778738
Shanxi,maize,2003,historical,drought,-1.9121379330356636
Shanxi,maize,2003,historical,heat,-0.8661859226657311
Shanxi,maize,2004,historical,compound,-0.18247922290230498
Shanxi,maize,2004,historical,drought,-0.6929867409748057
Shanxi,maize,2004,historical,heat,-0.14980175522105765
Shanxi,maize,2005,historical,compound,0.525704560709678
Shanxi,maize,2005,historical,drought,0.5142773435706363
Shanxi,maize,2005,historical,heat,0.46456319891063363
Shanxi,maize,2006,historical,compound,0.00832006234722014
Shanxi,maize,2006,historical,drought,-0.36352308064257616
Shanxi,maize,2006,historical,heat,0.2527902274457126
Shanxi,maize,2007,historical,compound,0.27041128557067917
Shanxi,maize,2007,historical,drought,0.387666784188711
Shanxi,maize,2007,historical,heat,-0.24701626502388407
Shanxi,maize,2008,historical,compound,-0.02879932942207877
Shanxi,maize,2008,historical,drought,0.3774418960059405
Shanxi,maize,2008,historical,heat,-0.4068628496959256
Shanxi,maize,2009,historical,compound,0.09384317443290358
Shanxi,maize,2009,historical,drought,0.682660997837856
Shanxi,maize,2009,historical,heat,-0.04697315620181519
Shanxi,maize,2010,historical,compound,-0.11543981337352395
Shanxi,maize,2010,historical,drought,0.3194548140475894
Shanxi,maize,2010,historical,heat,0.1447271769614958
Shanxi,maize,2011,historical,compound,-0.5925892778930346
Shanxi,maize,2011,historical,drought,-0.04703451920825169
Shanxi,maize,2011,historical,heat,-0.6527315985834083
Shanxi,maize,2012,historical,compound,-0.6728697421952484
Shanxi,maize,2012,historical,drought,0.04710833155009301
Shanxi,maize,2012,historical,heat,-0.7268852387643131
Shanxi,maize,2013,historical,compound,-0.21784578671237412
Shanxi,maize,2013,historical,drought,-0.3864985623694546
Shanxi,maize,2013,historical,heat,-0.3283558468170074
Shanxi,maize,2014,historical,compound,-0.45393959150470425
Shanxi,maize,2014,historical,drought,-0.38043018927378386
Shanxi,maize,2014,historical,heat,-0.39094849434287826
Shanxi,maize,2015,historical,compound,-0.42092074152506437
Shanxi,maize,2015,historical,drought,0.5234019260753362
Shanxi,maize,2015,historical,heat,-0.6264604983363634
Shanxi,maize,2016,historical,compound,-1.012981951861349
Shanxi,maize,2016,historical,drought,-1.4350005822150786
Shanxi,maize,2016,historical,heat,-0.7254934324787566
Shanxi,maize,2017,historical,compound,0.04213794530700654
Shanxi,maize,2017,historical,drought,-0.2983104333257749
Shanxi,maize,2017,historical,heat,0.480666042859258
Shanxi,maize,2018,historical,compound,0.010427553551298615
Shanxi,maize,2018,historical,drought,-0.753306487462536
Shanxi,maize,2018,historical,heat,-0.12331563362048699
Shanxi,maize,2019,historical,compound,0.21941023400336393
Shanxi,maize,2019,historical,drought,0.8512989293850938
Shanxi,maize,2019,historical,heat,-0.021648744584917595
Shanxi,maize,2020,historical,compound,-0.2791358985573428
Shanxi,maize,2020,historical,drought,-0.5195325534215894
Shanxi,maize,2020,historical,heat,0.28241204618867466
Shanxi,maize,2021,historical,compound,0.4066104784324574
Shanxi,maize,2021,historical,drought,-0.4525452082401693
Shanxi,maize,2021,historical,heat,0.6425052134958609
Shanxi,maize,2022,historical,compound,0.5802851385916822
Shanxi,maize,2022,historical,drought,-0.5125448867468273
Shanxi,maize,2022,historical,heat,1.020642885923336
Shanxi,rice,1997,historical,compound,2.3089631165787803
Shanxi,rice,1997,historical,drought,3.0713071222783417
Shanxi,rice,1997,historical,heat,1.7519758088984136
Shanxi,rice,1998,historical,compound,0.6188359335529556
Shanxi,rice,1998,historical,drought,0.9182770279326423
Shanxi,rice,1998,historical,heat,0.05640802138956106
Shanxi,rice,1999,historical,compound,0.0914300131274577
Shanxi,rice,1999,historical,drought,0.5934080872011928
Shanxi,rice,1999,historical,heat,0.04129688099072857
Shanxi,rice,2000,historical,compound,-0.09351996267744496
Shanxi,rice,2000,historical,drought,0.0938561902915448
Shanxi,rice,2000,historical,heat,-0.24131899020008687
Shanxi,rice,2001,historical,compound,0.20239999861039926
Shanxi,rice,2001,historical,drought,1.087181611172162
Shanxi,rice,2001,historical,heat,0.2510783730162933
Shanxi,rice,2002,historical,compound,-0.2784699384823476
Shanxi,rice,2002,historical,drought,-0.2883219730221862
Shanxi,rice,2002,historical,heat,0.11638386858078725
Shanxi,rice,2003,historical,compound,-0.9072998562190163
Shanxi,rice,2003,historical,drought,-1.9520807068068144
Shanxi,rice,2003,historical,heat,-0.6848520517317963
Shanxi,rice,2004,historical,compound,0.47087595290903356
Shanxi,rice,2004,historical,drought,0.027456140636448117
Shanxi,rice,2004,historical,heat,0.38647558273673516
Shanxi,rice,2005,historical,compound,1.0257258803237415
Shanxi,rice,2005,historical,drought,0.755002190804062
Shanxi,rice,2005,historical,heat,0.7134244507565488
Shanxi,rice,2006,historical,compound,0.29507397943386754
Shanxi,rice,2006,historical,drought,0.19958089226093137
Shanxi,rice,2006,historical,heat,1.0515010789494819
Shanxi,rice,2007,historical,compound,-0.05652996751646442
Shanxi,rice,2007,historical,drought,0.22842443124661008
Shanxi,rice,2007,historical,heat,-0.2704296380343519
Shanxi,rice,2008,historical,compound,-0.13050995783842548
Shanxi,rice,2008,historical,drought,-0.15101712882000418
Shanxi,rice,2008,historical,heat,-0.4230872601655627
Shanxi,rice,2009,historical,compound,0.0914300131274577
Shanxi,rice,2009,historical,drought,1.049606831940744
Shanxi,rice,2009,historical,heat,-0.10148391509899544
Shanxi,rice,2010,historical,compound,-0.0195399723554839
Shanxi,rice,2010,historical,drought,0.30033884546822576
Shanxi,rice,2010,historical,heat,0.17495171902371384
Shanxi,rice,2011,historical,compound,-0.5004099094482307
Shanxi,rice,2011,historical,drought,-0.012540871398863063
Shanxi,rice,2011,historical,heat,-0.5726387197411809
Shanxi,rice,2012,historical,compound,-0.5373999046092112
Shanxi,rice,2012,historical,drought,0.020229003027584052
Shanxi,rice,2012,historical,heat,-0.5699689605183509
Shanxi,rice,2013,historical,compound,-0.4264299191262697
Shanxi,rice,2013,historical,drought,-0.44854337966150765
Shanxi,rice,2013,historical,heat,-0.4817128700841104
Shanxi,rice,2014,historical,compound,-0.5004099094482307
Shanxi,rice,2014,historical,drought,-0.8005152366620648
Shanxi,rice,2014,historical,heat,-0.5171770320617803
Shanxi,rice,2015,historical,compound,-0.5373999046092112
Shanxi,rice,2015,historical,drought,-0.002233806554702141
Shanxi,rice,2015,historical,heat,-0.5283245617844744
Shanxi,rice,2016,historical,compound,-0.8333198658970554
Shanxi,rice,2016,historical,drought,-1.6396932767299617
Shanxi,rice,2016,historical,heat,-0.6353138930330733
Shanxi,rice,2017,historical,compound,-0.3154599336433281
Shanxi,rice,2017,historical,drought,-0.8897197588269625
Shanxi,rice,2017,historical,heat,0.09680349222154577
Shanxi,rice,2018,historical,compound,-0.167499952999406
Shanxi,rice,2018,historical,drought,-0.576562568075044
Shanxi,rice,2018,historical,heat,-0.33933638886820394
Shanxi,rice,2019,historical,compound,0.11927200595870154
Shanxi,rice,2019,historical,drought,-0.2945983548705737
Shanxi,rice,2019,historical,heat,0.015540234946186402
Shanxi,rice,2020,historical,compound,-0.3154599336433281
Shanxi,rice,2020,historical,drought,0.20977886063431087
Shanxi,rice,2020,historical,heat,-0.15443628543442592
Shanxi,rice,2021,historical,compound,-0.09351996267744496
Shanxi,rice,2021,historical,drought,-1.355990886346084
Shanxi,rice,2021,historical,heat,0.3118859979351892
Shanxi,rice,2022,historical,compound,0.4891719575685068
Shanxi,rice,2022,historical,drought,-0.14262928712002912
Shanxi,rice,2022,historical,heat,0.5523550573112096
Shanxi,soybean,1997,historical,compound,1.6341093111254545
Shanxi,soybean,1997,historical,drought,3.1859325935293157
Shanxi,soybean,1997,historical,heat,1.5528855439141978
Shanxi,soybean,1998,historical,compound,0.25761300867022313
Shanxi,soybean,1998,historical,drought,-1.7123879948904355
Shanxi,soybean,1998,historical,heat,-0.47622657055787143
Shanxi,soybean,1999,historical,compound,0.5689994699231704
Shanxi,soybean,1999,historical,drought,0.6003789582071255
Shanxi,soybean,1999,historical,heat,0.05988656129179774
Shanxi,soybean,2000,historical,compound,0.6350446915013671
Shanxi,soybean,2000,historical,drought,0.4396596154616303
Shanxi,soybean,2000,historical,heat,0.46453590675556405
Shanxi,soybean,2001,historical,compound,0.6834332978887275
Shanxi,soybean,2001,historical,drought,2.013144468118085
Shanxi,soybean,2001,historical,heat,1.001255375443223
Shanxi,soybean,2002,historical,compound,-0.11540987680851643
Shanxi,soybean,2002,historical,drought,-0.7884802181922813
Shanxi,soybean,2002,historical,heat,0.30915679547241975
Shanxi,soybean,2003,historical,compound,-1.0924953695296724
Shanxi,soybean,2003,historical,drought,-1.7684156652568932
Shanxi,soybean,2003,historical,heat,-0.7774288797188679
Shanxi,soybean,2004,historical,compound,-0.6446743981791436
Shanxi,soybean,2004,historical,drought,-0.6408658852068273
Shanxi,soybean,2004,historical,heat,-0.5080416938952094
Shanxi,soybean,2005,historical,compound,0.12003857758362753
Shanxi,soybean,2005,historical,drought,0.1900646533903648
Shanxi,soybean,2005,historical,heat,0.09154751905246357
Shanxi,soybean,2006,historical,compound,-0.3431807222088028
Shanxi,soybean,2006,historical,drought,-0.484382810206573
Shanxi,soybean,2006,historical,heat,-0.38926177262774697
Shanxi,soybean,2007,historical,compound,0.39845631612020904
Shanxi,soybean,2007,historical,drought,0.49800232655631776
Shanxi,soybean,2007,historical,heat,-0.22983468005595367
Shanxi,soybean,2008,historical,compound,0.03973494855254323
Shanxi,soybean,2008,historical,drought,0.6082251166756116
Shanxi,soybean,2008,historical,heat,-0.5053415405867695
Shanxi,soybean,2009,historical,compound,-0.13194812623943206
Shanxi,soybean,2009,historical,drought,0.2731741960682787
Shanxi,soybean,2009,historical,heat,-0.19830394211797212
Shanxi,soybean,2010,historical,compound,-0.11543143203760949
Shanxi,soybean,2010,historical,drought,0.5248064807521655
Shanxi,soybean,2010,historical,heat,0.12569361015043498
Shanxi,soybean,2011,historical,compound,-0.6446743981791436
Shanxi,soybean,2011,historical,drought,-0.49915099386557354
Shanxi,soybean,2011,historical,heat,-0.6887287268826734
Shanxi,soybean,2012,historical,compound,-0.6853853955746462
Shanxi,soybean,2012,historical,drought,0.3381024744491464
Shanxi,soybean,2012,historical,heat,-0.654517036807984
Shanxi,soybean,2013,historical,compound,-0.28595303061147775
Shanxi,soybean,2013,historical,drought,-0.5473799182541675
Shanxi,soybean,2013,historical,heat,-0.28850387726907073
Shanxi,soybean,2014,historical,compound,-0.367375025402483
Shanxi,soybean,2014,historical,drought,-0.3202280874762473
Shanxi,soybean,2014,historical,heat,-0.1718280969550525
Shanxi,soybean,2015,historical,compound,-0.4080860227979856
Shanxi,soybean,2015,historical,drought,0.21335383556835566
Shanxi,soybean,2015,historical,heat,-0.5559094533071242
Shanxi,soybean,2016,historical,compound,-1.0110733747386673
Shanxi,soybean,2016,historical,drought,-1.4007016542346111
Shanxi,soybean,2016,historical,heat,-0.677703840243061
Shanxi,soybean,2017,historical,compound,0.25212902074002114
Shanxi,soybean,2017,historical,drought,-0.054314662080830946
Shanxi,soybean,2017,historical,heat,0.7391084045599153
Shanxi,soybean,2018,historical,compound,-0.13962573523128965
Shanxi,soybean,2018,historical,drought,-0.668679690014517
Shanxi,soybean,2018,historical,heat,-0.16511942415422134
Shanxi,soybean,2019,historical,compound,0.38966034136843053
Shanxi,soybean,2019,historical,drought,1.2371885328551666
Shanxi,soybean,2019,historical,heat,0.07934784327810067
Shanxi,soybean,2020,historical,compound,-0.16382003842496987
Shanxi,soybean,2020,historical,drought,-0.06678945521231135
Shanxi,soybean,2020,historical,heat,0.6128785336913999
Shanxi,soybean,2021,historical,compound,0.6658413483851703
Shanxi,soybean,2021,historical,drought,-1.0522711899076986
Shanxi,soybean,2021,historical,heat,0.5703452616451803
Shanxi,soybean,2022,historical,compound,0.5040726141048947
Shanxi,soybean,2022,historical,drought,-0.11798502683259648
Shanxi,soybean,2022,historical,heat,0.6801081799248797
Shanxi,wheat,1998,historical,compound,0.7867499145725199
Shanxi,wheat,1998,historical,drought,2.4065570707966777
Shanxi,wheat,1998,historical,heat,1.4323362092476473
Shanxi,wheat,1999,historical,compound,1.4107541352374564
Shanxi,wheat,1999,historical,drought,1.2656914474619105
Shanxi,wheat,1999,historical,heat,-0.20018424558201733
Shanxi,wheat,2000,historical,compound,0.5495851588481225
Shanxi,wheat,2000,historical,drought,0.23781301587743686
Shanxi,wheat,2000,historical,heat,0.3518837310274878
Shanxi,wheat,2001,historical,compound,0.4948933030028435
Shanxi,wheat,2001,historical,drought,1.0755753006077196
Shanxi,wheat,2001,historical,heat,0.7476439896530569
Shanxi,wheat,2002,historical,compound,-0.6521389785080399
Shanxi,wheat,2002,historical,drought,-1.4398312884001394
Shanxi,wheat,2002,historical,heat,-0.024589179732090304
Shanxi,wheat,2003,historical,compound,-0.9470009856413256
Shanxi,wheat,2003,historical,drought,-1.2249682128022983
Shanxi,wheat,2003,historical,heat,-0.6667917687472286
Shanxi,wheat,2004,historical,compound,0.0158851584346922
Shanxi,wheat,2004,historical,drought,-0.8682210272631163
Shanxi,wheat,2004,historical,heat,-0.09443488796959254
Shanxi,wheat,2005,historical,compound,0.40685347044725223
Shanxi,wheat,2005,historical,drought,1.0175071525824608
Shanxi,wheat,2005,historical,heat,0.4747563566619948
Shanxi,wheat,2006,historical,compound,0.38417743330442344
Shanxi,wheat,2006,historical,drought,-0.054772537387150565
Shanxi,wheat,2006,historical,heat,0.17241847348683925
Shanxi,wheat,2007,historical,compound,0.4948933030028435
Shanxi,wheat,2007,historical,drought,0.3130036999127219
Shanxi,wheat,2007,historical,heat,-0.10773827438509524
Shanxi,wheat,2008,historical,compound,-0.3906249480850665
Shanxi,wheat,2008,historical,drought,-0.952900666639723
Shanxi,wheat,2008,historical,heat,-0.6528633698697518
Shanxi,wheat,2009,historical,compound,-0.16019450667649035
Shanxi,wheat,2009,historical,drought,1.3776918188894454
Shanxi,wheat,2009,historical,heat,-0.2102458475259181
Shanxi,wheat,2010,historical,compound,-0.26117066649548
Shanxi,wheat,2010,historical,drought,0.34269167627788727
Shanxi,wheat,2010,historical,heat,-0.05229317084225137
Shanxi,wheat,2011,historical,compound,-0.5511628186890505
Shanxi,wheat,2011,historical,drought,1.0537217762242688
Shanxi,wheat,2011,historical,heat,-0.6119837533888864
Shanxi,wheat,2012,historical,compound,-0.6961588947858356
Shanxi,wheat,2012,historical,drought,-0.8449699365509131
Shanxi,wheat,2012,historical,heat,-0.5344163589033754
Shanxi,wheat,2013,historical,compound,-0.3906249480850665
Shanxi,wheat,2013,historical,drought,-0.3644767545633538
Shanxi,wheat,2013,historical,heat,-0.249011821066892
Shanxi,wheat,2014,historical,compound,-0.6806171002786369
Shanxi,wheat,2014,historical,drought,-0.4883323410945139
Shanxi,wheat,2014,historical,heat,-0.3011525937799144
Shanxi,wheat,2015,historical,compound,-0.6806171002786369
Shanxi,wheat,2015,historical,drought,-0.7242496374492075
Shanxi,wheat,2015,historical,heat,-0.7276445283836609
Shanxi,wheat,2016,historical,compound,-0.9136530089310136
Shanxi,wheat,2016,historical,drought,-1.5147407897726042
Shanxi,wheat,2016,historical,heat,-0.6196492252936759
Shanxi,wheat,2017,historical,compound,0.17642302903867613
Shanxi,wheat,2017,historical,drought,-0.5098216717693832
Shanxi,wheat,2017,historical,heat,0.2711944409801158
Shanxi,wheat,2018,historical,compound,-0.14465271216929165
Shanxi,wheat,2018,historical,drought,-0.0759951096434862
Shanxi,wheat,2018,historical,heat,-0.20302007897187138
Shanxi,wheat,2019,historical,compound,0.1324031127608805
Shanxi,wheat,2019,historical,drought,0.6457719621018057
Shanxi,wheat,2019,historical,heat,-0.04680362191938491
Shanxi,wheat,2020,historical,compound,0.41265555507502044
Shanxi,wheat,2020,historical,drought,-0.140057715527493
Shanxi,wheat,2020,historical,heat,0.8012267607835506
Shanxi,wheat,2021,historical,compound,-0.2456288719882812
Shanxi,wheat,2021,historical,drought,0.018654342621318747
Shanxi,wheat,2021,historical,heat,0.2056566341610134
Shanxi,wheat,2022,historical,compound,1.4489719668874839
Shanxi,wheat,2022,historical,drought,-0.551341574490269
Shanxi,wheat,2022,historical,heat,0.8457061303599004
Sichuan,maize,1997,historical,compound,-0.10073046296450026
Sichuan,maize,1997,historical,drought,0.7820031073867281
Sichuan,maize,1997,historical,heat,0.763944165749708
Sichuan,maize,1998,historical,compound,-0.3068461104314477
Sichuan,maize,1998,historical,drought,-1.3745322155297146
Sichuan,maize,1998,historical,heat,-0.2231836128428306
Sichuan,maize,1999,historical,compound,-0.3068461104314477
Sichuan,maize,1999,historical,drought,-0.7297017997231966
Sichuan,maize,1999,historical,heat,-0.2231836128428306
Sichuan,maize,2000,historical,compound,-0.3068461104314477
Sichuan,maize,2000,historical,drought,0.28720523744934384
Sichuan,maize,2000,historical,heat,-0.216509139675623
Sichuan,maize,2001,historical,compound,0.006195219290806501
Sichuan,maize,2001,historical,drought,-0.009848863072751157
Sichuan,maize,2001,historical,heat,-0.21859887035971168
Sichuan,maize,2002,historical,compound,0.006195219290806501
Sichuan,maize,2002,historical,drought,0.22512662769288086
Sichuan,maize,2002,historical,heat,-0.190920191404194
Sichuan,maize,2003,historical,compound,-0.3068461104314477
Sichuan,maize,2003,historical,drought,-0.3396771730203431
